mode: serial True, gpu True
GPU use = True
transTime, feedNetTime, netTime, thread#1, thread#2
3929.3766021728516, 1312.7326965332031, 78714.60914611816
4291.296005249023, 292.06275939941406, 52009.82093811035
3919.1246032714844, 198.12583923339844, 57157.99331665039
3773.4508514404297, 289.2017364501953, 54655.55191040039
3832.101821899414, 198.12583923339844, 55073.97651672363
3334.7606658935547, 220.0603485107422, 55460.453033447266
3095.1499938964844, 316.1430358886719, 56688.785552978516
4259.1094970703125, 193.8343048095703, 67324.87678527832
4109.14421081543, 342.1306610107422, 71555.37605285645
3487.825393676758, 221.72927856445312, 57825.565338134766
----------------

mode: serial True, gpu True
GPU use = True
transTime, feedNetTime, netTime
4205.7037353515625, 3058.195114135742, 71492.43354797363
3092.527389526367, 249.8626708984375, 59416.770935058594
3791.5706634521484, 217.91458129882812, 60858.726501464844
3859.996795654297, 260.5915069580078, 57828.90319824219
3442.2874450683594, 227.6897430419922, 54328.44161987305
3534.3170166015625, 247.71690368652344, 60198.78387451172
2760.8871459960938, 281.5723419189453, 56381.940841674805
5503.654479980469, 288.4864807128906, 56429.86297607422
4109.14421081543, 237.2264862060547, 58506.48880004883
5718.94645690918, 242.71011352539062, 55764.43672180176
----------------

