mode: serial True, gpu False
GPU use = False
transTime, feedNetTime, netTime
12153.1486511, 828.02772522, 1215925.93193
20258.9035034, 948.905944824, 1197731.01807
12069.940567, 777.959823608, 1206976.89056
11382.818222, 795.841217041, 1206860.06546
11587.1429443, 790.119171143, 1210988.99841
11541.8434143, 803.94744873, 1206618.0706
12973.0701447, 787.973403931, 1207921.02814
11623.1441498, 819.92149353, 1201414.10828
12452.1255493, 797.986984253, 1216680.0499
11422.8725433, 931.978225708, 1203233.00362
11615.0379181, 703.096389771, 1199003.93486
11358.9763641, 811.100006104, 1205508.94737
13151.884079, 799.894332886, 1202656.03065
11336.0881805, 789.880752563, 1200958.01353
11543.0355072, 764.846801758, 1207726.00174
12044.9066162, 806.093215942, 1208724.97559
11491.060257, 786.066055298, 1200350.04616
11464.1189575, 808.000564575, 1204272.98546
16816.1392212, 821.828842163, 1195650.10071
11618.8526154, 810.861587524, 1227439.16512
12161.0164642, 789.880752563, 1203969.00177
11628.8661957, 990.152359009, 1200790.88211
12310.0280762, 793.933868408, 1204462.05139
11044.9790955, 828.981399536, 1213442.08717
20606.9946289, 962.972640991, 1195532.08351
11101.9611359, 818.014144897, 1202701.09177
12550.1155853, 797.986984253, 1197564.12506
11568.7847137, 833.988189697, 1213506.93703
11854.1717529, 737.905502319, 1203614.95018
20349.9794006, 883.102416992, 1197958.94623
12583.9710236, 771.999359131, 1202244.99702
11945.0092316, 851.86958313, 1204720.97397
16438.9610291, 833.988189697, 1198535.91919
12139.081955, 830.888748169, 1207657.09877
11658.9069366, 788.927078247, 1215717.07726
12638.092041, 844.00177002, 1200037.95624
11622.1904755, 792.980194092, 1200314.04495
11435.0318909, 844.00177002, 1199529.17099
19691.9441223, 984.191894531, 1239075.89912
19222.0211029, 830.888748169, 1186021.08955
12214.8990631, 808.000564575, 1195235.96764
11228.0845642, 835.89553833, 1196778.05901
12192.9645538, 797.033309937, 1204150.91515
11887.0735168, 854.015350342, 1200412.98866
15383.0051422, 3061.05613708, 1187616.8251
11523.0083466, 837.087631226, 1198319.91196
----------------

mode: serial True, gpu True
GPU use = True
transTime, feedNetTime, netTime
20377.8743744, 6115.91339111, 932286.977768
13032.913208, 2928.01856995, 660086.870193
10787.0101929, 2837.18109131, 615499.973297
12428.0452728, 2701.99775696, 641721.010208
11445.9991455, 2748.01254272, 600090.98053
20481.1096191, 2702.95143127, 664711.952209
11215.9252167, 2703.18984985, 604054.927826
12166.9769287, 2700.09040833, 602739.810944
11637.9261017, 2848.14834595, 691169.977188
12684.1068268, 2825.02174377, 622082.948685
12145.0424194, 2713.91868591, 589305.16243
11753.0822754, 2701.04408264, 636891.841888
11111.0210419, 2701.99775696, 605427.026749
11691.0934448, 2820.96862793, 638107.061386
12074.9473572, 2705.09719849, 607883.930206
19423.0079651, 2710.10398865, 562218.904495
11204.0042877, 2852.91671753, 583174.943924
20428.1806946, 2717.97180176, 681726.21727
10848.0453491, 2745.15151978, 580127.000809
12679.8152924, 2846.95625305, 616878.986359
19169.0921783, 2903.93829346, 659590.005875
11534.9292755, 2815.96183777, 688642.024994
19376.9931793, 2944.94628906, 673181.056976
12761.1160278, 2712.01133728, 601840.019226
11849.8802185, 2743.00575256, 626630.067825
11858.9401245, 3206.9683075, 640676.97525
12356.9965363, 2810.95504761, 593972.921371
12089.0140533, 3177.16598511, 628528.833389
11919.0216064, 2720.11756897, 650049.92485
12097.120285, 2806.90193176, 604290.962219
16592.0257568, 2707.00454712, 623975.038528
11962.1753693, 2692.93785095, 638808.012009
10869.9798584, 2737.9989624, 614351.034164
12395.8587646, 2703.90510559, 640952.110291
11630.0582886, 2699.85198975, 716355.085373
12305.021286, 2707.95822144, 616055.011749
11315.1073456, 2659.08241272, 628827.810287
11970.9968567, 2694.12994385, 607553.958893
12147.9034424, 2743.00575256, 612519.979477
12604.9518585, 2967.83447266, 611796.140671
17835.855484, 2892.97103882, 667654.037476
12779.9510956, 2723.93226624, 615863.084793
15534.8777771, 4803.18069458, 616365.909576
12696.9814301, 2831.93588257, 747009.992599
19505.9776306, 3071.06971741, 639538.049698
12211.0843658, 2820.96862793, 628730.05867
12053.0128479, 2724.17068481, 619743.824005
12402.0576477, 2692.93785095, 670553.922653
12003.1833649, 2851.0093689, 629858.016968
11538.9823914, 2708.91189575, 640869.140625
12149.0955353, 2717.01812744, 736182.928085
20133.972168, 2716.06445312, 679030.895233
11127.948761, 2758.02612305, 676107.168198
12536.0488892, 2710.10398865, 611832.857132
11234.0450287, 2640.96260071, 640218.97316
12811.8991852, 2694.12994385, 706659.078598
12076.8547058, 2760.887146, 609045.028687
11743.0686951, 2732.03849792, 605288.982391
12025.1178741, 2749.91989136, 630484.104156
12276.8878937, 2702.95143127, 605998.039246
11453.8669586, 3301.14364624, 641409.873962
11991.0240173, 2732.99217224, 628917.93251
11049.0322113, 2727.03170776, 616518.974304
11811.9716644, 2687.93106079, 617101.90773
10877.1324158, 2732.99217224, 650460.004807
21245.9564209, 2717.01812744, 644283.056259
10871.887207, 2717.01812744, 600572.109222
13128.0422211, 2743.00575256, 639474.868774
12132.8830719, 2732.03849792, 586557.865143
11806.0112, 2714.15710449, 629921.913147
12115.9553528, 2741.09840393, 636581.897736
11915.9221649, 2697.22938538, 651415.82489
20034.7900391, 2803.0872345, 653088.80806
12431.1447144, 2710.81924438, 674715.995789
12172.9373932, 6642.10319519, 728097.915649
21743.0591583, 2837.18109131, 711020.946503
16787.0521545, 2847.90992737, 631783.008575
12850.9998322, 2820.01495361, 629751.9207
18013.9541626, 3258.94355774, 636988.87825
11449.098587, 2712.01133728, 601054.906845
12167.930603, 2720.11756897, 627388.000488
12516.9754028, 2712.9650116, 623713.01651
10999.917984, 2771.1391449, 661361.932755
18791.1987305, 4343.98651123, 608593.940735
12037.9924774, 2732.99217224, 720256.090164
11616.9452667, 2660.03608704, 630709.886551
11978.8646698, 2723.93226624, 714446.06781
12217.9985046, 2768.03970337, 715189.933777
11240.0054932, 2719.16389465, 711084.842682
13122.7970123, 2698.89831543, 589910.030365
11584.0435028, 2728.9390564, 595605.134964
12274.980545, 2699.85198975, 636639.118195
12306.9286346, 2701.99775696, 659409.046173
11496.0670471, 2707.00454712, 612915.992737
11736.1545563, 2723.93226624, 602147.102356
12614.0117645, 2706.0508728, 712645.053864
12104.9880981, 2698.89831543, 658586.025238
11656.999588, 6498.81362915, 662241.220474
11869.9073792, 2822.16072083, 643211.841583
12993.0973053, 2711.05766296, 584209.918976
12024.8794556, 3130.19752502, 645781.993866
11326.0746002, 2977.13279724, 631895.065308
11494.8749542, 2758.02612305, 604475.975037
12017.9653168, 2641.91627502, 617972.135544
11775.0167847, 2840.99578857, 613227.128983
12423.0384827, 2743.95942688, 619972.94426
12172.9373932, 2766.84761047, 632586.00235
12181.9972992, 2696.03729248, 645262.002945
12138.1282806, 2701.04408264, 685673.952103
12110.2333069, 2704.85877991, 618803.024292
12036.8003845, 3099.91836548, 647896.051407
11868.9537048, 6025.07591248, 645321.846008
12153.8639069, 2713.91868591, 623646.020889
11888.9808655, 2749.91989136, 633900.165558
12418.0316925, 2732.03849792, 608854.055405
11321.7830658, 2719.87915039, 632436.037064
12137.8898621, 2718.21022034, 611034.870148
12727.9758453, 2708.19664001, 682084.798813
11451.0059357, 2878.90434265, 663313.150406
11267.9004669, 2714.87236023, 701256.036758
11551.8569946, 2818.82286072, 633865.118027
12134.0751648, 2794.02732849, 643507.003784
11836.0519409, 2856.96983337, 590601.921082
11689.9013519, 2737.9989624, 608690.977097
11369.9436188, 2834.08164978, 656157.016754
11879.2057037, 2701.99775696, 583737.850189
12079.000473, 3356.93359375, 613402.12822
20171.880722, 2804.99458313, 638493.061066
11102.9148102, 2694.84519958, 701464.176178
12871.9806671, 2707.00454712, 670115.947723
12268.0664062, 2718.92547607, 578808.069229
11579.0367126, 2706.0508728, 619389.057159
