Detection method: Serial
Clock = 572368319.000000, Chrono = 630752219, TimeR = 631.000000
Clock = 572368325.000000, Chrono = 630752222, TimeR = 631.000000

GPU use = 0
clockPerSec,1000000
FPS=0.873563
transTime, feedNetTime, netTime, transClock, feedNetClock, netClock
10380, 16, 1184745, 10377, 20, 1079691
10479, 16, 1174052, 10373, 20, 1079068
10560, 14, 1164695, 10345, 17, 1077583
10487, 16, 1171900, 10384, 21, 1079580
11378, 16, 1183750, 11213, 20, 1077842
10384, 16, 1163817, 10363, 19, 1077206
11107, 16, 1173497, 11103, 20, 1079591
10436, 16, 1171966, 10332, 20, 1077948
10522, 16, 1166872, 10402, 21, 1079351
10496, 16, 1173365, 10376, 20, 1078362
13110, 17, 1165182, 10393, 21, 1077807
10690, 16, 1174563, 10566, 20, 1080058
10235, 15, 1172472, 10232, 20, 1077939
10711, 16, 1165695, 10499, 21, 1078231
10560, 16, 1172480, 10402, 20, 1079386
10343, 16, 1170024, 10243, 20, 1078669
10387, 16, 1164908, 10366, 21, 1078691
10806, 16, 1181618, 10701, 20, 1078942
10337, 16, 1168993, 10334, 20, 1077746
10503, 16, 1160638, 10383, 20, 1077081
10346, 16, 1169780, 10343, 19, 1079020
10043, 15, 1178671, 10040, 20, 1078188
10509, 16, 1161851, 10379, 19, 1077063
10426, 16, 1168605, 10403, 21, 1080424
10467, 16, 1170099, 10366, 20, 1079164
10436, 16, 1171150, 10432, 20, 1077895
27462, 16, 1163386, 10897, 20, 1077516
10493, 16, 1173376, 10390, 21, 1079833
10575, 16, 1172005, 10399, 21, 1078606
16459, 16, 1167895, 10730, 20, 1077840
10371, 15, 1184098, 10352, 20, 1080174
10442, 16, 1174595, 10376, 20, 1078783
13940, 16, 1168722, 10755, 19, 1078151
10512, 16, 1163971, 10384, 20, 1077697
10472, 16, 1181363, 10398, 20, 1079994
10466, 16, 1169217, 10369, 20, 1078014
12926, 17, 1162452, 10980, 21, 1077811
10500, 16, 1168269, 10392, 20, 1079778
10556, 17, 1185911, 10375, 21, 1078548
25349, 16, 1165436, 10793, 20, 1077878
10514, 16, 1167338, 10510, 20, 1079799
10526, 16, 1172023, 10523, 20, 1079274
10436, 16, 1169453, 10321, 20, 1078011
13756, 16, 1176666, 10818, 21, 1077320
10543, 16, 1163289, 10419, 20, 1078510
10477, 16, 1169682, 10377, 21, 1079602
10345, 16, 1168889, 10342, 20, 1079021
10345, 15, 1167708, 10342, 19, 1077832
18382, 16, 1170337, 10496, 20, 1077174
10463, 16, 1162775, 10365, 20, 1079034
10435, 16, 1169872, 10366, 21, 1079466
10515, 16, 1167618, 10413, 20, 1078127
10166, 16, 1176826, 10146, 20, 1079861
10314, 16, 1170950, 10156, 20, 1078772
10492, 16, 1168512, 10371, 20, 1078164
10392, 16, 1164083, 10370, 21, 1078167
10464, 16, 1181160, 10346, 19, 1079227
10349, 15, 1168198, 10346, 19, 1077957
10756, 16, 1162078, 10636, 21, 1077424
10500, 16, 1169315, 10392, 21, 1079460
10879, 16, 1169359, 10819, 21, 1078760
23927, 16, 1166341, 11510, 20, 1077650
10521, 16, 1169458, 10414, 21, 1080553
10470, 16, 1169049, 10371, 20, 1079147
10480, 16, 1169299, 10381, 19, 1078092
10488, 16, 1176228, 10388, 20, 1077827
10836, 17, 1160479, 10538, 21, 1077467
10354, 16, 1160716, 10351, 21, 1078825
10349, 16, 1168401, 10345, 21, 1080417
10451, 16, 1166928, 10356, 20, 1078992
10944, 35, 1177332, 10941, 39, 1078150
13438, 18, 1162910, 10872, 23, 1078363
10396, 16, 1174344, 10293, 20, 1079719
11011, 17, 1161627, 10800, 20, 1078119
10753, 16, 1183397, 10627, 20, 1079430
10543, 16, 1172990, 10380, 20, 1079074
10322, 16, 1172065, 10207, 20, 1078238
14469, 18, 1164286, 11013, 23, 1077725
10708, 16, 1166175, 10602, 20, 1078627
10253, 16, 1172711, 10140, 20, 1078764
14471, 16, 1167143, 10930, 20, 1077862
11129, 17, 1164800, 10510, 20, 1077607
10998, 16, 1174248, 10825, 21, 1079985
10213, 16, 1184112, 10209, 20, 1078408
10740, 16, 1171328, 10643, 20, 1078047
13316, 15, 1165027, 10899, 18, 1077329
10662, 16, 1185106, 10642, 20, 1080209
10621, 15, 1185652, 10617, 19, 1079094
10394, 15, 1173920, 10282, 19, 1078691
10405, 17, 1165786, 10192, 21, 1077526
10493, 16, 1171806, 10387, 20, 1079434
10776, 16, 1175039, 10675, 20, 1079679
10267, 16, 1182260, 10264, 20, 1077869
12587, 16, 1166832, 10560, 25, 1078308
10660, 16, 1175506, 10542, 20, 1080864
10382, 16, 1174323, 10279, 20, 1079881
10629, 15, 1183503, 10627, 20, 1078537
10626, 17, 1167510, 10334, 21, 1078006
10321, 16, 1174245, 10222, 21, 1079456
10824, 16, 1174571, 10661, 20, 1079513
10828, 16, 1174329, 10716, 20, 1077809
11180, 16, 1171722, 10855, 20, 1080307
10373, 16, 1174859, 10371, 20, 1079677
10650, 32, 1174313, 10648, 35, 1078202
17154, 16, 1165392, 10786, 19, 1077392
11303, 16, 1184759, 11186, 20, 1079158
10504, 16, 1175220, 10343, 19, 1078868
11196, 15, 1173379, 11193, 20, 1078203
17574, 16, 1166106, 11370, 20, 1077636
11205, 16, 1167144, 11186, 21, 1078573
11157, 16, 1174046, 11154, 20, 1078430
11076, 16, 1174114, 10755, 21, 1078400
11891, 15, 1165030, 10821, 18, 1077420
11140, 17, 1171310, 11138, 20, 1078926
11303, 16, 1185593, 11202, 20, 1078665
11164, 16, 1172625, 11161, 19, 1078025
11593, 16, 1165630, 11386, 20, 1077887
11310, 16, 1177689, 11205, 20, 1080572
11268, 16, 1184640, 11204, 20, 1079552
18397, 16, 1166259, 11712, 20, 1078474
11201, 17, 1164457, 11174, 36, 1077953
10920, 16, 1173591, 10916, 21, 1080197
11357, 16, 1171008, 11201, 20, 1078259
11028, 16, 1178947, 10877, 20, 1078127
11349, 16, 1160454, 11230, 19, 1077446
11270, 16, 1172451, 11159, 20, 1081177
11308, 16, 1169550, 11196, 20, 1079018
11275, 16, 1179645, 11171, 20, 1078230
13769, 16, 1162297, 10783, 19, 1078004
11428, 17, 1160149, 11111, 21, 1077379
11154, 16, 1162665, 11151, 20, 1079151
11415, 16, 1171712, 11412, 20, 1080590
11253, 16, 1180450, 11187, 20, 1078442
11378, 16, 1168957, 11275, 20, 1077805
17698, 16, 1162927, 11563, 20, 1078035
11593, 17, 1172072, 11370, 21, 1077439
11635, 16, 1199830, 11537, 20, 1080649
11552, 16, 1167925, 11390, 21, 1077852
18222, 16, 1163387, 12044, 20, 1077551
11637, 16, 1166929, 11522, 20, 1078358
11621, 16, 1172506, 11523, 19, 1079388
11497, 16, 1181927, 11493, 20, 1078145
11759, 16, 1165050, 11551, 20, 1077730
11594, 17, 1175119, 11497, 20, 1080462
11634, 16, 1172805, 11535, 33, 1078957
11625, 16, 1181331, 11519, 20, 1078215
11950, 17, 1163515, 11653, 21, 1077056
10115, 16, 1175251, 10012, 21, 1080265
11706, 16, 1172864, 11544, 20, 1079219
11688, 16, 1171532, 11537, 20, 1078416
21588, 16, 1164053, 12066, 19, 1077317
11633, 16, 1173802, 11525, 21, 1079738
11596, 16, 1172615, 11531, 19, 1079176
11486, 16, 1171185, 11482, 20, 1077904
16503, 16, 1176811, 11767, 20, 1077953
11512, 16, 1166199, 11493, 21, 1078679
9995, 17, 1171859, 9992, 21, 1079533
11661, 16, 1173763, 11498, 20, 1079059
11503, 16, 1171228, 11499, 21, 1078053
27980, 16, 1166287, 11922, 20, 1077702
11660, 16, 1172813, 11557, 20, 1079907
11707, 16, 1171844, 11521, 19, 1079118
10300, 16, 1170748, 10196, 20, 1077891
15710, 19, 1174612, 11868, 22, 1077171
11609, 16, 1171626, 11506, 20, 1079528
11692, 16, 1172397, 11531, 20, 1078701
11628, 16, 1171554, 11528, 20, 1077949
11997, 16, 1165761, 11691, 20, 1078559
10355, 16, 1177318, 10353, 20, 1080306
10718, 16, 1171644, 10688, 19, 1079204
11115, 17, 1163794, 10904, 20, 1077595
10037, 16, 1165839, 9932, 20, 1078911
11595, 17, 1182453, 11478, 20, 1078693
10528, 15, 1170012, 10417, 20, 1077964
17167, 16, 1162715, 11206, 21, 1077693
10841, 16, 1165238, 10719, 20, 1077978
11507, 16, 1199887, 11504, 20, 1082054
10683, 16, 1170413, 10680, 20, 1077973
10510, 17, 1163531, 10297, 21, 1077728
11592, 16, 1171155, 11473, 20, 1080402
10877, 17, 1172026, 10768, 20, 1079202
10403, 16, 1180229, 10400, 20, 1077552
11746, 16, 1166337, 11413, 20, 1078250
10555, 17, 1175596, 10449, 21, 1081101
10443, 16, 1185253, 10380, 20, 1077898
17548, 17, 1176418, 11004, 21, 1077919
10830, 16, 1177386, 10729, 20, 1080524
10710, 16, 1172844, 10549, 20, 1079263
10341, 16, 1173624, 10338, 20, 1078466
10578, 16, 1166160, 10454, 19, 1079110
10391, 17, 1174925, 10202, 20, 1079999
10549, 16, 1173275, 10418, 20, 1078703
11100, 17, 1165962, 10886, 20, 1077727
10832, 16, 1175764, 10715, 20, 1081006
10501, 16, 1184245, 10400, 20, 1078101
13464, 43, 1170510, 11514, 26, 1092450
13578, 21, 1211972, 13576, 25, 1124843
11926, 18, 1220416, 11667, 22, 1128995
10743, 16, 1205145, 10631, 21, 1085361
10645, 16, 1226941, 10642, 21, 1089022
15519, 16, 1266041, 11777, 20, 1105619
13861, 16, 1221037, 12174, 20, 1089375
11845, 17, 1209503, 11741, 21, 1086947
11447, 16, 1223920, 11419, 19, 1088603
11576, 17, 1218465, 11557, 21, 1089285
15657, 18, 1218988, 11743, 22, 1090048
15877, 17, 1217048, 11316, 22, 1086806
11914, 17, 1214376, 11763, 21, 1088144
11619, 17, 1229807, 11399, 21, 1088145
11875, 17, 1217782, 11766, 21, 1088772
11920, 17, 1210439, 11793, 21, 1088931
20764, 16, 1207918, 12197, 20, 1086133
11954, 16, 1223386, 11814, 20, 1086757
11859, 17, 1209916, 11738, 21, 1088228
12120, 17, 1209307, 11805, 22, 1087089
11511, 17, 1217400, 11405, 22, 1086910
11842, 16, 1325214, 11740, 21, 1096711
13655, 20, 1181663, 13655, 24, 1105880
11656, 17, 1208817, 11555, 22, 1088388
11814, 17, 1227552, 11617, 20, 1088103
20808, 16, 1210026, 12162, 21, 1086357
11929, 16, 1216060, 11787, 21, 1087694
11827, 17, 1213393, 11440, 22, 1089429
21031, 31, 1223467, 12278, 35, 1087765
11839, 16, 1212293, 11735, 20, 1086567
11903, 17, 1210369, 11793, 20, 1088790
12263, 17, 1209342, 11925, 21, 1086065
11772, 16, 1219711, 11735, 20, 1086988
11712, 16, 1209889, 11710, 20, 1088531
11590, 16, 1208645, 11428, 21, 1086925
15737, 16, 1201352, 11866, 21, 1085887
11798, 16, 1219432, 11654, 21, 1087530
11480, 17, 1207459, 11353, 21, 1089824
20248, 16, 1206541, 12218, 21, 1086321
11926, 17, 1219568, 11806, 21, 1086686
10641, 17, 1211261, 10536, 21, 1088737
11676, 19, 1209992, 11228, 24, 1086702
12278, 16, 1205816, 11841, 21, 1087120
11625, 16, 1222441, 11521, 21, 1089092
11988, 16, 1212322, 11784, 20, 1087188
12292, 17, 1205953, 11869, 21, 1086217
11885, 16, 1214235, 11746, 21, 1089623
19780, 17, 1213062, 12274, 21, 1087814
11112, 16, 1205955, 11109, 20, 1086290
11867, 16, 1210753, 11762, 21, 1088886
12019, 17, 1213997, 11861, 22, 1087545
11925, 17, 1202634, 11822, 20, 1087369
11796, 17, 1204140, 11793, 22, 1088138
11969, 17, 1197875, 11829, 21, 1086477
12069, 16, 1207893, 11802, 20, 1087699
11880, 16, 1192844, 11777, 19, 1086135
11963, 17, 1198894, 11836, 21, 1089078
11345, 16, 1193513, 11311, 21, 1087050
11829, 16, 1208907, 11807, 21, 1088463
11944, 16, 1192086, 11812, 20, 1086183
12011, 17, 1199076, 11851, 21, 1088702
11314, 16, 1193016, 11279, 21, 1086902
11435, 17, 1208834, 11304, 21, 1088333
11926, 16, 1192472, 11804, 21, 1087049
11972, 16, 1199589, 11806, 20, 1089110
14763, 16, 1188697, 11851, 21, 1086365
12155, 17, 1208558, 11786, 22, 1088710
11310, 16, 1193539, 11275, 20, 1086845
11966, 17, 1197869, 11801, 21, 1089095
11185, 16, 1195663, 11146, 21, 1087301
10377, 16, 1203190, 10237, 20, 1087971
11163, 17, 1188186, 11160, 21, 1087700
14920, 18, 1183115, 11289, 22, 1085874
11187, 17, 1186953, 11148, 22, 1088589
11144, 16, 1191092, 11140, 21, 1086632
11850, 17, 1188690, 11321, 22, 1087367
11293, 16, 1194343, 11186, 20, 1088070
11946, 17, 1186403, 11739, 19, 1085719
11290, 17, 1190634, 11184, 21, 1089004
11499, 17, 1203971, 11181, 20, 1086524
11381, 17, 1189891, 11201, 20, 1088328
11275, 16, 1193214, 11173, 22, 1087673
10329, 17, 1193205, 10201, 21, 1089623
10383, 17, 1217416, 10244, 22, 1088412
11336, 17, 1194173, 11229, 21, 1088251
11147, 16, 1192743, 11143, 21, 1087194
11313, 17, 1197689, 11187, 20, 1089687
11252, 16, 1200594, 11153, 21, 1086843
11271, 16, 1195906, 11164, 21, 1089139
11303, 16, 1192334, 11149, 21, 1087670
11376, 16, 1194270, 11196, 21, 1087918
11610, 16, 1206043, 11194, 20, 1087074
11507, 16, 1193070, 11225, 21, 1088285
11377, 16, 1198165, 11243, 21, 1088129
12253, 18, 1191044, 11459, 21, 1086824
11257, 16, 1204525, 11149, 20, 1087214
11214, 17, 1196405, 11187, 20, 1086631
11310, 17, 1194112, 11174, 21, 1087825
11418, 35, 1194662, 11076, 40, 1087010
11303, 16, 1206056, 11154, 21, 1086702
11777, 17, 1192103, 11489, 21, 1086935
10889, 17, 1197247, 10887, 21, 1087689
10842, 17, 1184550, 10536, 21, 1085919
10262, 16, 1205850, 10153, 20, 1088380
11048, 19, 1189428, 10746, 24, 1085903
10254, 16, 1194159, 10151, 21, 1088688
15071, 17, 1189390, 11198, 20, 1086108
11355, 17, 1206840, 11222, 21, 1089165
17709, 16, 1186379, 10567, 19, 1085987
10234, 17, 1197042, 10134, 20, 1089370
10247, 17, 1192314, 10126, 22, 1086823
11097, 17, 1207054, 10511, 22, 1088731
10963, 17, 1194839, 10860, 21, 1087090
11512, 16, 1197836, 11244, 21, 1088510
10173, 34, 1192983, 10136, 39, 1086488
13997, 16, 1207679, 11444, 20, 1087456
11007, 17, 1195026, 10553, 20, 1087837
17668, 16, 1186761, 10785, 20, 1085188
11270, 17, 1196030, 11064, 21, 1089580
10267, 16, 1205098, 10159, 21, 1086381
10507, 17, 1197028, 10359, 20, 1089250
10476, 16, 1196023, 10339, 20, 1087400
10663, 18, 1189493, 10440, 22, 1086669
10243, 16, 1205746, 10121, 21, 1087295
11027, 18, 1190697, 10365, 21, 1086926
10242, 17, 1196428, 10140, 21, 1088843
10548, 16, 1187775, 10211, 20, 1086154
10253, 16, 1208845, 10152, 21, 1089637
11086, 17, 1195434, 10726, 22, 1086910
10163, 16, 1194582, 10137, 20, 1087664
15405, 18, 1184727, 11116, 22, 1086276
10798, 17, 1218864, 10693, 21, 1089929
11037, 17, 1188810, 10702, 21, 1087259
11535, 16, 1189789, 11265, 19, 1087342
11415, 16, 1187419, 11286, 21, 1087091
16889, 16, 1193112, 11597, 20, 1086316
11101, 16, 1189266, 10971, 21, 1088992
11263, 16, 1188027, 11227, 21, 1087552
11636, 17, 1179792, 11308, 21, 1086134
11502, 17, 1200535, 11388, 22, 1089811
10788, 16, 1191251, 10639, 20, 1086993
12146, 18, 1187466, 11687, 23, 1086416
10594, 17, 1192138, 10592, 21, 1088177
17693, 16, 1178886, 11348, 20, 1085949
11485, 17, 1188553, 11341, 21, 1087969
11436, 16, 1190696, 11299, 19, 1088401
18477, 16, 1180581, 12041, 20, 1085800
11530, 16, 1190864, 11271, 20, 1088796
11736, 16, 1199705, 11317, 20, 1086073
11599, 17, 1190251, 11331, 21, 1088047
11357, 17, 1190815, 11251, 21, 1087858
15316, 18, 1180033, 11639, 23, 1085838
11633, 17, 1203060, 11525, 21, 1087402
18777, 16, 1183127, 11842, 21, 1086289
11249, 16, 1191522, 11245, 21, 1089041
14243, 16, 1187367, 11297, 20, 1086623
11331, 16, 1202541, 11061, 21, 1088986
11370, 16, 1189751, 11267, 20, 1086661
11333, 17, 1189604, 11065, 21, 1087681
11383, 16, 1192812, 11279, 21, 1088354
11263, 17, 1199564, 11260, 21, 1086264
11201, 16, 1191001, 10940, 20, 1089510
10385, 17, 1190933, 10260, 21, 1086853
15165, 3334, 1179598, 12042, 46, 1085237
11676, 16, 1203615, 11310, 20, 1089131
11850, 16, 1186328, 11699, 21, 1086266
12230, 18, 1189857, 11507, 23, 1087841
11409, 16, 1189024, 11385, 20, 1087618
18154, 16, 1183331, 11601, 21, 1086168
11647, 17, 1189778, 11387, 22, 1088912
16871, 16, 1182780, 11660, 20, 1086218
11488, 17, 1189686, 11364, 21, 1088777
11517, 16, 1191220, 11380, 20, 1087158
11987, 18, 1190852, 11700, 22, 1088404
11266, 16, 1189476, 11123, 20, 1088254
14876, 17, 1178146, 12020, 21, 1085974
11373, 17, 1189606, 11370, 22, 1089826
11418, 17, 1199462, 11271, 21, 1086982
11978, 17, 1184881, 11591, 21, 1088629
11461, 16, 1204045, 11358, 20, 1089573
11594, 16, 1186393, 11355, 20, 1087985
11380, 17, 1199596, 11376, 22, 1087448
11713, 18, 1179751, 11385, 24, 1085518
11417, 16, 1188680, 11397, 21, 1089141
11483, 16, 1191123, 11380, 20, 1086958
24315, 15, 1171336, 13591, 19, 1093627
10980, 17, 1192153, 10857, 21, 1087603
15525, 17, 1180732, 11858, 21, 1085930
11125, 16, 1197503, 11122, 20, 1090145
11478, 16, 1202363, 11364, 20, 1086960
11871, 16, 1192103, 11400, 21, 1089108
11212, 17, 1193853, 11065, 21, 1086592
11364, 16, 1194721, 11343, 20, 1089257
11477, 16, 1206540, 11374, 21, 1087160
11483, 16, 1196071, 11360, 21, 1089172
11366, 17, 1194048, 11363, 21, 1087345
11630, 17, 1196674, 11358, 20, 1088477
10576, 16, 1204223, 10442, 21, 1087365
10881, 16, 1196193, 10621, 20, 1087810
10374, 17, 1194184, 10371, 21, 1087169
11354, 17, 1193230, 11039, 20, 1086409
12000, 16, 1208894, 11898, 21, 1088237
11358, 17, 1189219, 10992, 22, 1086579
12062, 16, 1198182, 11941, 20, 1088434
19614, 16, 1185490, 12424, 21, 1086757
11368, 17, 1207002, 11238, 20, 1090096
17092, 16, 1189679, 11296, 21, 1086404
10897, 17, 1193945, 10766, 22, 1088900
10337, 16, 1192733, 10333, 21, 1086667
11345, 16, 1206567, 11218, 20, 1088280
10650, 16, 1190976, 10647, 21, 1088051
11505, 17, 1193308, 11165, 21, 1086638
12055, 16, 1193675, 11930, 21, 1087954
19041, 16, 1187066, 12174, 21, 1087242
11239, 16, 1194994, 11129, 20, 1087741
11960, 17, 1190529, 11641, 21, 1087158
12086, 16, 1194722, 11929, 20, 1086826
15739, 16, 1184195, 11774, 20, 1086235
11997, 16, 1195891, 11890, 20, 1088311
15488, 18, 1183314, 12106, 22, 1085833
10974, 16, 1193991, 10869, 20, 1088624
12205, 17, 1193233, 11927, 22, 1085963
10745, 17, 1193045, 10482, 22, 1089261
11346, 16, 1195696, 11237, 21, 1087862
10721, 16, 1193407, 10596, 19, 1089012
11963, 16, 1197616, 11834, 21, 1087278
11429, 17, 1191982, 10991, 21, 1087927
10336, 17, 1210396, 10184, 21, 1090251
11418, 17, 1193798, 10966, 21, 1087971
10500, 16, 1196084, 10497, 20, 1088878
29117, 16, 1191236, 11601, 21, 1086614
10269, 16, 1191802, 10167, 20, 1089509
13547, 16, 1189198, 10229, 21, 1087153
10528, 17, 1191272, 10414, 21, 1089193
10861, 16, 1199029, 10822, 21, 1086953
10835, 17, 1191188, 10709, 22, 1089413
10402, 17, 1186362, 10300, 20, 1087458
11938, 16, 1183085, 10453, 19, 1086525
10395, 17, 1196943, 10269, 21, 1087487
17478, 16, 1183266, 10867, 22, 1086355
10823, 17, 1189394, 10691, 22, 1089643
10239, 16, 1189912, 10237, 20, 1087183
11253, 18, 1198962, 10419, 22, 1087735
10456, 16, 1187515, 10420, 20, 1087388
11043, 16, 1181006, 10712, 20, 1086031
10507, 17, 1189552, 10504, 21, 1088526
15594, 16, 1196102, 10936, 20, 1087196
10334, 16, 1188072, 10214, 21, 1089850
10347, 16, 1189517, 10206, 21, 1087193
----------------

Detection method: Parallel
Clock = 58051676.000000, Chrono = 31211582, TimeR = 31.000000
Clock = 576868618.000000, Chrono = 600455933, TimeR = 600.000000

GPU use = 0
clockPerSec,1000000
FPS=0.866748
transTime, feedNetTime, netTime, transClock, feedNetClock, netClock
11847, 1456, 1467016, 11229, 1457, 2709329
11523, 886, 1292441, 11062, 1781, 2436477
10020, 888, 1191725, 9894, 1780, 2249177
18841, 872, 1154060, 11013, 1746, 2168061
15706, 869, 1164217, 18977, 1743, 2197864
11245, 896, 1163169, 21848, 1797, 2193860
11891, 901, 1191770, 21412, 1808, 2265385
12214, 871, 1246791, 24205, 1747, 2342568
12066, 1152, 1234698, 23153, 2035, 2324858
12323, 1150, 1238646, 24396, 2305, 2341676
12667, 898, 1273511, 24740, 1803, 2397684
10373, 1160, 1299086, 20616, 2324, 2452459
11242, 921, 1304250, 22360, 1841, 2446598
12073, 854, 1259463, 17544, 1713, 2365937
11141, 1061, 1190766, 22143, 1469, 2257593
11953, 879, 1233770, 15591, 1763, 2324129
13134, 983, 1268116, 26222, 1969, 2367302
10570, 903, 1282696, 20613, 1809, 2387953
10815, 883, 1250721, 21338, 1770, 2338185
10260, 990, 1263639, 20195, 1805, 2352766
10351, 878, 1283763, 20560, 1760, 2309727
10783, 889, 1235562, 21191, 1782, 2271362
11447, 818, 1269700, 15006, 1641, 2341064
12033, 921, 1240783, 24045, 1743, 2307604
11153, 912, 1222953, 20420, 1829, 1902507
10635, 776, 1199792, 21250, 777, 1090656
10885, 778, 1198773, 21320, 781, 1090265
11065, 781, 1201031, 22079, 783, 1090368
11138, 794, 1200271, 21642, 795, 1091917
11166, 787, 1211627, 21277, 789, 1091652
12409, 772, 1199910, 24618, 774, 1091819
12022, 768, 1202450, 21497, 770, 1092052
12611, 788, 1199706, 24971, 790, 1092539
15528, 768, 1199051, 30571, 771, 1090283
12844, 766, 1202072, 25453, 768, 1089689
10666, 2634, 1189874, 21161, 822, 1088813
11501, 889, 1224105, 13581, 848, 1089629
11910, 1044, 1180613, 23674, 917, 1088301
10475, 780, 1195929, 13773, 782, 1089744
10541, 781, 1195934, 21065, 783, 1090184
10957, 812, 1205300, 21893, 784, 1090079
12306, 783, 1199804, 20342, 785, 1090624
11892, 782, 1198846, 17969, 785, 1091168
11111, 790, 1201556, 22087, 791, 1091560
10585, 768, 1198422, 19134, 771, 1091862
12226, 793, 1212963, 17619, 795, 1092083
11273, 789, 1200966, 22299, 792, 1091949
10193, 795, 1202005, 20230, 797, 1091438
11104, 789, 1196272, 22012, 791, 1090997
13265, 785, 1197144, 24501, 786, 1090303
10315, 783, 1205995, 20320, 786, 1089751
11884, 779, 1188055, 23310, 782, 1088695
13902, 885, 1197176, 21355, 786, 1090191
12180, 823, 1197255, 24313, 798, 1090636
14079, 769, 1199875, 27940, 770, 1089943
11355, 760, 1210740, 22476, 763, 1091438
11090, 796, 1200265, 22019, 799, 1090076
12474, 784, 1201139, 24775, 787, 1091068
13144, 776, 1198126, 25872, 778, 1091593
10716, 765, 1201507, 21313, 768, 1092683
10157, 776, 1209051, 20295, 778, 1091979
10290, 797, 1202160, 20444, 798, 1092871
13611, 789, 1198405, 24665, 791, 1091707
11435, 769, 1196370, 22633, 772, 1089773
10904, 899, 1199326, 21678, 864, 1089277
11135, 825, 1190070, 21771, 827, 1089817
11478, 784, 1208787, 22665, 787, 1089780
12212, 786, 1196910, 23948, 788, 1090256
11266, 784, 1199968, 22509, 786, 1089546
10826, 790, 1197774, 21634, 792, 1090537
12222, 886, 1198593, 24250, 796, 1089921
10917, 852, 1211607, 21227, 804, 1090065
18818, 790, 1201520, 28969, 792, 1090720
11628, 780, 1200952, 22921, 782, 1091573
11203, 795, 1215504, 22285, 797, 1092974
10674, 798, 1198665, 20962, 800, 1090168
16738, 782, 1211681, 26761, 785, 1090056
10373, 783, 1196683, 20727, 786, 1091038
11345, 792, 1200180, 22318, 794, 1091635
11376, 869, 1197141, 22634, 804, 1092327
10365, 790, 1196939, 20255, 792, 1089561
14005, 779, 1205377, 27904, 781, 1090804
14338, 841, 1192217, 25765, 843, 1087958
11202, 857, 1191497, 22203, 860, 1089989
11849, 836, 1197621, 23396, 801, 1089576
11502, 784, 1196412, 22206, 786, 1090045
10546, 788, 1210651, 20692, 791, 1091350
10885, 790, 1196460, 21654, 791, 1091349
10970, 779, 1198589, 21787, 781, 1091288
10563, 795, 1194616, 21062, 797, 1092114
10317, 778, 1194791, 20488, 780, 1090551
11122, 906, 1195826, 21408, 871, 1090137
12627, 3317, 1186702, 25045, 793, 1089009
13764, 787, 1193605, 27327, 789, 1090032
12226, 784, 1189813, 23773, 787, 1090394
13017, 786, 1190433, 23919, 789, 1091384
11146, 766, 1191381, 22175, 768, 1092023
11142, 787, 1200648, 22139, 789, 1091667
23038, 769, 1190082, 35232, 771, 1090461
11422, 812, 1179605, 22710, 815, 1089107
11614, 780, 1189322, 23062, 782, 1089381
21609, 816, 1190163, 33304, 775, 1089868
10798, 764, 1201676, 21347, 766, 1092139
11626, 869, 1191721, 22991, 778, 1091648
15429, 788, 1188921, 26873, 790, 1090116
11647, 959, 1180497, 23154, 860, 1088700
11062, 768, 1192669, 22104, 770, 1090363
19962, 783, 1189831, 30501, 785, 1090274
18395, 788, 1205028, 29135, 791, 1091604
11503, 785, 1193620, 22880, 787, 1091587
10884, 769, 1191645, 21634, 772, 1091333
10932, 789, 1192255, 21596, 791, 1090264
19050, 843, 1182004, 29906, 846, 1089233
10743, 783, 1200161, 21356, 786, 1088855
14780, 764, 1193382, 29314, 766, 1089745
11718, 886, 1191422, 23030, 802, 1089992
10857, 783, 1195219, 21592, 785, 1091430
11406, 771, 1194525, 22585, 773, 1092492
10783, 788, 1203267, 21447, 790, 1090586
18276, 889, 1190928, 28521, 892, 1089982
11100, 825, 1181150, 22076, 828, 1088973
10790, 775, 1191645, 21536, 777, 1090664
11454, 788, 1191117, 22754, 790, 1089722
11670, 798, 1194577, 22974, 801, 1092184
10708, 768, 1217521, 21223, 771, 1092235
10292, 815, 1192187, 20403, 800, 1091775
11475, 788, 1194359, 22291, 790, 1091777
11108, 766, 1193446, 22162, 768, 1091242
10902, 789, 1183582, 19889, 791, 1089398
10418, 772, 1203856, 20662, 774, 1089136
11446, 780, 1188852, 22570, 782, 1090361
10078, 784, 1195411, 20018, 787, 1090031
13704, 771, 1191546, 27114, 774, 1090861
10883, 790, 1196013, 21183, 793, 1093342
11907, 787, 1204717, 23564, 789, 1091736
15074, 1001, 1190181, 29741, 850, 1090769
11123, 888, 1184266, 20145, 890, 1088514
11320, 3639, 1186587, 22130, 785, 1089430
11134, 838, 1193022, 20563, 800, 1089808
10531, 788, 1193663, 20906, 789, 1090721
11410, 794, 1201530, 22767, 795, 1091303
11636, 868, 1195104, 19972, 797, 1092054
10464, 777, 1191266, 20745, 779, 1091284
10621, 767, 1193305, 20454, 769, 1090074
12273, 952, 1183191, 24363, 955, 1091021
10590, 785, 1198673, 21137, 788, 1089701
10324, 784, 1192572, 20484, 786, 1089647
11757, 783, 1190135, 23328, 785, 1091144
13531, 797, 1194287, 23340, 790, 1092509
11230, 786, 1194336, 22244, 787, 1091443
11815, 816, 1190932, 18971, 792, 1090354
