mode: serial True, gpu False
GPU use = False
transTime, feedNetTime, netTime
10905.9810638, 797.986984253, 1201715.9462
11775.0167847, 799.894332886, 1186175.10796
10713.8156891, 765.085220337, 1192260.98061
19679.069519, 823.020935059, 1186089.03885
10598.1826782, 796.07963562, 1200960.87456
12698.8887787, 792.980194092, 1192809.82018
10689.0201569, 827.074050903, 1194283.96225
12326.002121, 808.954238892, 1194473.02818
10777.9502869, 798.940658569, 1202133.89397
12022.0184326, 778.913497925, 1195596.93336
10752.9163361, 771.999359131, 1188548.80333
11339.1876221, 788.21182251, 1195688.00926
10762.9299164, 792.980194092, 1197999.95422
12176.0368347, 793.933868408, 1196402.07291
18546.1044312, 784.158706665, 1180753.9463
11420.0115204, 787.019729614, 1193907.02248
17592.9069519, 936.031341553, 1191845.1786
11363.9831543, 838.994979858, 1193351.03035
15263.0805969, 711.917877197, 1182995.08095
11883.020401, 802.040100098, 1191881.89507
17672.7771759, 841.856002808, 1195427.17934
11344.909668, 800.132751465, 1192362.07008
16094.2077637, 864.98260498, 1179672.00279
11848.9265442, 802.993774414, 1188542.84286
14866.1136627, 2441.88308716, 1191771.03043
11710.8821869, 807.046890259, 1191351.89056
10646.8200684, 3684.99755859, 1185840.12985
11461.9731903, 791.072845459, 1189642.90619
10765.7909393, 764.131546021, 1199385.88142
11831.9988251, 706.911087036, 1203639.03046
17480.8502197, 951.051712036, 1186499.1188
11886.1198425, 791.072845459, 1192970.03746
17758.846283, 826.120376587, 1190814.97192
11438.1313324, 784.873962402, 1194719.07616
13293.0278778, 771.045684814, 1179347.03827
11166.0957336, 809.907913208, 1200225.11482
12398.0045319, 803.94744873, 1210997.10464
11474.1325378, 807.046890259, 1192101.00174
11523.0083466, 783.205032349, 1193675.99487
11487.0071411, 808.954238892, 1190984.96437
12310.0280762, 730.037689209, 1206957.10182
18915.8916473, 849.008560181, 1183473.82545
11278.1524658, 805.139541626, 1204725.98076
14175.1766205, 890.016555786, 1180932.04498
11535.1676941, 791.072845459, 1206097.84126
11931.8962097, 810.861587524, 1193461.17973
11317.9683685, 780.820846558, 1196123.12317
12593.9846039, 806.093215942, 1194358.82568
11499.8817444, 771.999359131, 1204114.91394
11646.9860077, 797.033309937, 1193970.91866
11415.0047302, 710.010528564, 1191844.94019
12606.1439514, 781.774520874, 1192337.03613
11294.1265106, 788.927078247, 1202125.07248
12105.9417725, 807.046890259, 1193909.8835
18218.0404663, 854.015350342, 1189585.92415
11758.0890656, 804.18586731, 1192167.99736
22896.0514069, 870.227813721, 1192389.96506
12216.8064117, 797.033309937, 1199647.90344
11341.0949707, 828.02772522, 1194540.97748
11620.9983826, 788.927078247, 1192934.98993
11224.0314484, 798.940658569, 1198395.96748
15091.1808014, 811.815261841, 1187888.14545
10934.1144562, 792.980194092, 1198685.88448
11620.0447083, 777.959823608, 1208878.04031
14412.1646881, 890.016555786, 1188815.11688
11380.1956177, 802.993774414, 1201442.95692
18654.1080475, 848.054885864, 1187638.04436
12009.8590851, 810.146331787, 1213361.97853
11614.0842438, 792.026519775, 1207813.02452
11985.0635529, 812.05368042, 1209930.89676
11116.027832, 792.980194092, 1202986.00197
11929.0351868, 782.96661377, 1222584.00917
11487.9608154, 850.915908813, 1205295.08591
19286.1557007, 874.042510986, 1203629.01688
11018.037796, 788.927078247, 1208323.95554
12159.1091156, 813.961029053, 1200392.00783
11434.0782166, 797.986984253, 1185646.05713
11703.9680481, 785.827636719, 1213402.03285
11446.9528198, 787.019729614, 1205518.00728
19284.0099335, 867.128372192, 1187290.90691
10983.9439392, 798.225402832, 1193413.97285
15892.9824829, 886.917114258, 1187404.15573
11018.9914703, 761.985778809, 1204375.02861
11502.0275116, 724.077224731, 1196609.02023
11929.0351868, 776.052474976, 1192992.92564
11960.9832764, 801.086425781, 1193316.93649
18143.8922882, 833.988189697, 1193810.93979
11706.1138153, 776.052474976, 1193542.00363
11088.848114, 1240.96870422, 1190748.92998
11456.9664001, 823.974609375, 1193960.18982
11394.9775696, 792.980194092, 1203845.02411
12032.0320129, 818.014144897, 1195974.11156
11308.9084625, 773.906707764, 1191067.93404
11484.8613739, 807.046890259, 1191638.94653
11615.0379181, 694.036483765, 1203541.99409
18592.8344727, 845.909118652, 1184121.1319
10962.9631042, 781.059265137, 1194254.87518
15898.9429474, 881.910324097, 1184286.11755
11394.0238953, 787.973403931, 1205064.0583
11584.0435028, 782.96661377, 1193042.99355
10856.1515808, 781.059265137, 1189899.92142
12501.001358, 801.801681519, 1198482.99026
23711.9197845, 2687.93106079, 1186892.9863
11509.8953247, 790.83442688, 1194771.05141
10870.9335327, 796.07963562, 1188550.9491
11898.0407715, 735.998153687, 1196270.94269
11014.2230988, 770.092010498, 1192154.88434
19646.8830109, 867.84362793, 1184660.1963
10955.0952911, 777.006149292, 1191648.00644
12710.0944519, 814.914703369, 1200299.02458
12377.0236969, 815.868377686, 1193531.99005
12547.0161438, 813.961029053, 1191266.05988
11604.0706635, 814.914703369, 1193240.16571
18646.0018158, 791.072845459, 1196635.96153
11150.1216888, 906.944274902, 1194262.98141
12853.1455994, 819.92149353, 1184162.13989
12617.1112061, 726.938247681, 1191816.09154
11712.0742798, 808.000564575, 1204149.0078
11055.9463501, 797.986984253, 1188711.16638
11707.0674896, 797.986984253, 1196268.79692
11823.1773376, 797.033309937, 1190678.11966
12201.7860413, 782.012939453, 1210505.0087
11942.1482086, 813.007354736, 1191004.99153
12197.971344, 805.854797363, 1193403.0056
11896.1334229, 825.881958008, 1211616.99295
29641.1514282, 833.034515381, 1191388.13019
10763.8835907, 771.045684814, 1193969.01131
12454.0328979, 798.940658569, 1196942.09099
11312.9615784, 786.066055298, 1191173.07663
12124.0615845, 797.986984253, 1197574.8539
11248.1117249, 782.012939453, 1183001.99509
11580.9440613, 804.18586731, 1193698.88306
11896.1334229, 1075.98304749, 1205561.8763
11795.0439453, 799.179077148, 1190207.00455
10852.098465, 796.07963562, 1190961.12251
11736.869812, 802.993774414, 1189115.04745
12185.0967407, 787.019729614, 1199674.12949
11636.9724274, 781.059265137, 1184849.97749
10981.798172, 768.899917603, 1190376.99699
11715.1737213, 804.901123047, 1193129.06265
11710.8821869, 788.927078247, 1205191.13541
12654.0660858, 807.046890259, 1190445.89996
11788.8450623, 786.781311035, 1196019.17267
11911.8690491, 937.938690186, 1185507.0591
10812.997818, 795.841217041, 1204287.05215
11920.9289551, 788.21182251, 1193250.89455
10720.9682465, 801.086425781, 1190162.89711
12861.9670868, 779.867172241, 1198814.15367
10897.1595764, 813.961029053, 1200239.89677
11605.9780121, 782.012939453, 1201529.97971
12123.1079102, 794.172286987, 1181751.0128
11776.9241333, 725.984573364, 1198278.18871
12969.9707031, 787.973403931, 1206027.98462
11582.1361542, 790.119171143, 1200510.9787
12264.0132904, 792.980194092, 1196043.01453
11698.0075836, 787.019729614, 1196058.98857
11569.0231323, 771.999359131, 1207102.06032
----------------

