mode: serial False, gpu True
GPU use = True
transTime, feedNetTime, netTime, thread#1, thread#2
11885.1661682, 4168.98727417, 611099.95842, 66410.0646973, 640706.062317
12037.9924774, 2136.94572449, 653945.922852, 67585.9451294, 673987.150192
10761.0225677, 837.087631226, 642321.825027, 66978.931427, 672238.111496
12728.9295197, 819.92149353, 577662.944794, 66157.1025848, 590806.96106
12634.0389252, 1222.84889221, 594969.987869, 68339.1094208, 611326.932907
12211.0843658, 1806.97441101, 600273.132324, 67257.8811646, 619419.0979
12475.0137329, 1362.08534241, 701997.995377, 64218.9979553, 721827.983856
12124.0615845, 1211.16638184, 659000.873566, 66816.0915375, 685168.027878
12578.9642334, 1816.03431702, 572155.952454, 119625.091553, 589975.118637
11659.860611, 815.868377686, 620863.91449, 58215.1412964, 635720.014572
12219.1905975, 3594.87533569, 685170.173645, 66349.029541, 724162.817001
12046.0987091, 3557.2052002, 658756.971359, 67492.9618835, 678374.052048
10901.927948, 6671.90551758, 613878.965378, 63396.9306946, 653705.120087
11168.0030823, 4076.95770264, 600105.047226, 67011.1179352, 618280.172348
12369.1558838, 1214.9810791, 578735.113144, 67800.9986877, 594816.923141
11852.97966, 817.060470581, 628243.923187, 65140.0089264, 644279.956818
11943.1018829, 6403.92303467, 712543.010712, 67015.8863068, 750267.982483
11946.9165802, 883.817672729, 683375.120163, 67602.8728485, 699581.861496
12591.8388367, 1209.02061462, 617638.82637, 66548.1090546, 635684.967041
12377.9773712, 1221.8952179, 586007.118225, 68422.0790863, 600976.94397
12061.8343353, 817.060470581, 616485.834122, 67409.992218, 630063.056946
11837.9592896, 2199.88822937, 753710.031509, 65850.9731293, 783077.001572
12055.1586151, 1909.97123718, 714138.98468, 66542.8638458, 736554.861069
11854.1717529, 1859.90333557, 643362.998962, 66740.9896851, 673681.020737
14020.9197998, 1065.96946716, 713637.113571, 67784.0709686, 728683.948517
13248.9204407, 1643.18084717, 664266.824722, 69449.1863251, 693894.863129
13440.8473969, 1064.77737427, 670887.231827, 69082.9753876, 688719.987869
13098.9551544, 813.961029053, 594786.167145, 66195.0111389, 609308.958054
12951.8508911, 811.815261841, 583737.134933, 67205.9059143, 598065.137863
12655.0197601, 1813.8885498, 610150.098801, 65299.0341187, 629087.924957
13711.9293213, 2614.02130127, 672484.15947, 63598.8712311, 700168.132782
13140.9168243, 1296.043396, 607898.950577, 64231.1573029, 634771.108627
11382.1029663, 2074.0032196, 641972.064972, 63010.931015, 660898.923874
22018.9094543, 878.095626831, 569403.886795, 71686.0294342, 582381.96373
13566.0171509, 818.967819214, 626999.855042, 68341.9704437, 642432.928085
13077.9743195, 12609.9586487, 625072.002411, 68085.193634, 663707.971573
12986.1831665, 3196.95472717, 597347.021103, 65420.8660126, 613283.157349
13576.0307312, 813.961029053, 603994.131088, 70034.0270996, 619488.954544
13391.9715881, 819.92149353, 618299.96109, 77006.816864, 632291.078568
13066.0533905, 890.970230103, 668610.811234, 64954.0424347, 695244.073868
13554.8114777, 3515.95878601, 675281.047821, 67643.1655884, 692749.023438
14001.8463135, 5232.09571838, 684024.095535, 69548.1300354, 706176.996231
12869.1196442, 1229.04777527, 673182.010651, 65719.127655, 691037.893295
23175.9548187, 798.940658569, 617089.033127, 77044.0101624, 632272.958755
14091.0148621, 2373.93379211, 610759.019852, 69795.1316833, 638530.96962
14273.8819122, 1216.88842773, 667941.093445, 67364.9311066, 681941.03241
13197.8988647, 814.914703369, 656527.042389, 66720.9625244, 673202.037811
13267.0402527, 1856.08863831, 689877.986908, 66729.0687561, 711092.948914
13082.0274353, 2161.97967529, 673321.008682, 62344.0742493, 703405.857086
13036.0126495, 11410.9516144, 691966.056824, 64486.9804382, 719320.058823
13015.0318146, 1214.02740479, 705461.978912, 64780.9505463, 735652.208328
12888.9083862, 973.93989563, 631307.125092, 60751.914978, 638750.076294
----------------

