mode: serial False, gpu False
GPU use = False
transTime, feedNetTime, netTime, thread#1, thread#2
12005.0907135, 304.937362671, 1171544.07501, 71748.0182648, 1183988.09433
11050.9395599, 306.844711304, 1172981.02379, 74284.0766907, 1185392.8566
11195.898056, 305.891036987, 1184986.1145, 72190.0463104, 1196815.01389
11689.1860962, 323.057174683, 1167129.99344, 76909.0652466, 1182150.84076
11440.9923553, 309.944152832, 1166071.89178, 70083.8565826, 1182646.98982
11813.1637573, 350.952148438, 1171700.00076, 95698.8334656, 1184957.98111
11094.0933228, 303.030014038, 1175457.00073, 75443.0294037, 1187000.98991
11653.1848907, 307.083129883, 1183763.98087, 78118.0858612, 1197012.90131
12248.0392456, 312.805175781, 1167231.08292, 90534.2102051, 1179994.10629
26010.9901428, 320.911407471, 1166393.04161, 85381.0310364, 1185492.9924
12148.141861, 305.891036987, 1171914.10065, 73721.8856812, 1184260.12993
13801.8131256, 306.129455566, 1174963.95111, 89627.9811859, 1187752.00844
15168.9052582, 304.937362671, 1166965.00778, 79936.9812012, 1181421.99516
13720.9892273, 332.117080688, 1177991.86707, 82248.210907, 1194844.00749
12415.1706696, 337.12387085, 1171567.91687, 72201.0135651, 1186980.00908
12195.8255768, 323.057174683, 1174942.97028, 64571.1421967, 1187283.03909
11379.0035248, 330.924987793, 1174306.15425, 63552.1411896, 1187257.05147
11880.1593781, 306.844711304, 1166876.07765, 66001.8920898, 1179697.99042
11197.0901489, 314.950942993, 1164767.0269, 60652.0175934, 1183762.07352
11202.0969391, 319.957733154, 1182263.13591, 63360.9294891, 1193933.96378
11094.0933228, 323.057174683, 1171174.04938, 66254.1389465, 1183480.02434
11012.7925873, 305.17578125, 1172414.77966, 63241.0049438, 1184967.04102
11196.1364746, 324.964523315, 1163495.06378, 69027.9006958, 1176037.07314
12356.0428619, 324.964523315, 1170524.12033, 78788.9957428, 1182890.17677
11677.0267487, 309.944152832, 1182698.96507, 63336.1339569, 1195220.94727
11283.159256, 308.990478516, 1174249.17221, 91688.1561279, 1186640.97786
11484.8613739, 305.891036987, 1165336.13205, 87568.9983368, 1177742.95807
12547.0161438, 344.99168396, 1164963.00697, 82943.9163208, 1184528.11241
14715.9099579, 308.036804199, 1180796.14639, 102674.007416, 1193581.10428
13103.0082703, 447.034835815, 1172184.94415, 88672.876358, 1185180.90248
19534.1110229, 306.129455566, 1185508.01277, 81243.9918518, 1197970.1519
22872.9248047, 308.990478516, 1173505.06783, 108170.032501, 1185148.95439
11633.1577301, 311.851501465, 1167645.93124, 80705.8811188, 1183937.07275
12007.9517365, 302.791595459, 1172901.15356, 79388.8568878, 1185772.18056
11578.7982941, 320.911407471, 1176391.12473, 87929.0103912, 1188858.9859
12576.1032104, 305.891036987, 1202640.05661, 87139.1296387, 1215399.98055
11278.8677216, 306.129455566, 1176131.96373, 75026.0353088, 1188425.06409
12251.8539429, 303.983688354, 1176787.13799, 67506.0749054, 1188438.89236
11639.8334503, 306.129455566, 1167459.96475, 74808.8359833, 1180245.87631
23936.9869232, 381.946563721, 1169543.02788, 89534.9979401, 1185575.96207
15880.1078796, 303.983688354, 1174199.81956, 80770.0157166, 1186939.00108
29880.0468445, 308.990478516, 1186455.96504, 90274.810791, 1198934.07822
26658.0581665, 302.791595459, 1177800.17853, 109488.010406, 1189252.13814
16130.9242249, 303.030014038, 1166872.02454, 72870.016098, 1178678.98941
11894.94133, 304.937362671, 1185302.01912, 67836.0462189, 1198050.9758
11581.8977356, 307.083129883, 1174418.92624, 122040.03334, 1186177.0153
11516.0942078, 305.891036987, 1186053.99132, 65928.9360046, 1198549.03221
13491.153717, 308.036804199, 1176162.00447, 67259.0732574, 1187762.97569
11322.0214844, 306.129455566, 1165147.06612, 61415.9107208, 1177580.11818
11241.1975861, 353.097915649, 1164048.91014, 64669.8474884, 1183562.04033
11517.0478821, 303.983688354, 1172041.17775, 67564.0106201, 1184356.21262
10921.0014343, 307.083129883, 1172430.03845, 63303.9474487, 1185245.99075
11354.9232483, 301.837921143, 1181789.15977, 66906.9290161, 1194087.98218
11372.089386, 318.050384521, 1163330.07812, 74170.8278656, 1176916.12244
11739.0155792, 304.937362671, 1169003.0098, 61915.8744812, 1181815.86266
14626.0261536, 313.04359436, 1171789.88457, 68482.875824, 1184406.99577
11700.8686066, 308.036804199, 1171767.95006, 66890.001297, 1184666.87202
15671.0147858, 324.964523315, 1163671.01669, 66493.0343628, 1176188.23051
10998.0106354, 303.030014038, 1179932.83272, 63428.8787842, 1191348.07587
13020.9922791, 332.117080688, 1170305.96733, 67532.0625305, 1182737.8273
10900.0205994, 324.964523315, 1172697.06726, 58470.9644318, 1185142.99393
12463.092804, 328.063964844, 1168699.02611, 63867.0921326, 1181676.86462
12547.9698181, 330.924987793, 1163723.94562, 64935.9226227, 1179796.93413
11512.0410919, 311.851501465, 1181327.10457, 57868.9575195, 1193763.97133
11072.1588135, 303.983688354, 1171447.99232, 62047.958374, 1183799.98207
11040.9259796, 304.937362671, 1171838.04512, 62821.8650818, 1184190.03487
11682.0335388, 327.825546265, 1161903.14293, 62621.1166382, 1174820.18471
12510.061264, 325.202941895, 1170336.96175, 63647.0317841, 1183056.1161
11404.0374756, 319.004058838, 1172996.04416, 65433.9790344, 1184645.17593
11464.8342133, 305.17578125, 1182762.86125, 62766.0751343, 1195072.88933
12234.9262238, 304.937362671, 1172821.9986, 65796.1368561, 1185561.18011
13381.0043335, 324.010848999, 1162793.87474, 67226.8867493, 1176434.04007
13540.0295258, 310.897827148, 1170800.20905, 65816.8792725, 1183284.04427
11788.1298065, 306.129455566, 1173244.95316, 64890.1462555, 1185263.87215
12333.1546783, 312.089920044, 1182420.96901, 66693.0675507, 1195183.99239
19307.8517914, 319.957733154, 1164317.8463, 70790.0524139, 1177209.13887
12799.9782562, 332.117080688, 1166333.9138, 69183.1111908, 1185369.96841
12732.9826355, 306.844711304, 1170320.03403, 67171.8120575, 1182651.04294
11852.0259857, 322.103500366, 1171920.77637, 64419.9848175, 1184731.00662
12742.0425415, 306.129455566, 1164569.85474, 68804.9793243, 1176857.9483
11657.9532623, 329.971313477, 1172516.10756, 64512.9680634, 1191714.04839
13166.9044495, 304.937362671, 1170630.2166, 63131.0939789, 1182295.084
15020.1320648, 303.983688354, 1169224.02382, 69034.0995789, 1182192.08717
11657.9532623, 301.122665405, 1165179.96788, 73666.8109894, 1176782.1312
12610.1970673, 309.944152832, 1160729.16985, 60960.0543976, 1179513.93127
11953.830719, 303.983688354, 1168564.08119, 61676.9790649, 1180584.19228
12599.9450684, 308.036804199, 1179560.89973, 67426.2046814, 1191907.16743
22428.0357361, 304.937362671, 1163437.12807, 74384.9277496, 1176130.05638
23490.190506, 312.089920044, 1159788.84697, 77301.0253906, 1178303.95699
12001.991272, 323.057174683, 1167910.81429, 66841.1254883, 1180584.19228
11395.2159882, 323.057174683, 1169655.79987, 73608.1600189, 1182535.17151
11233.8066101, 340.938568115, 1161282.06253, 76592.9222107, 1174603.93906
20627.0217896, 303.983688354, 1176143.88466, 76078.8917542, 1188884.01985
22402.048111, 323.057174683, 1166421.89026, 76704.9789429, 1178921.22269
13695.0016022, 306.844711304, 1179869.17496, 73138.9522552, 1192461.96747
11538.9823914, 306.129455566, 1161813.97438, 68341.9704437, 1174583.9119
11363.9831543, 355.005264282, 1164251.0891, 67662.9543304, 1180299.99733
13749.8378754, 306.129455566, 1178348.77968, 73191.8811798, 1190863.13248
11417.8657532, 307.79838562, 1171040.05814, 69524.0497589, 1184093.95218
12691.0209656, 306.129455566, 1160383.93974, 66301.8226624, 1173091.17317
14606.9526672, 371.932983398, 1163907.05109, 70384.0255737, 1179970.97969
11772.8710175, 329.01763916, 1169095.99304, 66941.0228729, 1181639.90974
12619.0185547, 321.865081787, 1170987.12921, 63261.9857788, 1183598.99521
11451.0059357, 312.089920044, 1174489.0213, 63719.0341949, 1187618.97087
14417.886734, 359.058380127, 1164345.02602, 66602.9453278, 1182870.86487
11759.9964142, 303.030014038, 1170536.04126, 58057.0697784, 1183094.97833
11016.8457031, 308.990478516, 1174334.04922, 61182.975769, 1186583.04214
12670.9938049, 304.937362671, 1164581.06041, 64595.9377289, 1177044.86847
11893.9876556, 396.013259888, 1166579.0081, 57565.9275055, 1185331.10619
12632.8468323, 305.17578125, 1181783.91457, 64851.9992828, 1194691.89644
12282.1331024, 305.891036987, 1174645.18547, 64687.9673004, 1186404.94347
12345.0756073, 300.884246826, 1176993.13164, 63514.9478912, 1189262.86697
12329.8168182, 306.129455566, 1163998.84224, 67862.033844, 1176966.19034
16202.21138, 3461.83776855, 1169715.16609, 79895.0195312, 1185476.06468
15316.9631958, 300.884246826, 1184262.99095, 79818.0103302, 1196350.81291
11975.0499725, 303.030014038, 1174126.14822, 66746.9501495, 1186469.07806
13106.1077118, 300.884246826, 1175533.05626, 73982.9540253, 1187139.98795
14451.0269165, 311.136245728, 1164193.86864, 70647.9549408, 1177234.17282
11727.0946503, 324.010848999, 1170137.88223, 66318.9888, 1182551.86081
11775.970459, 305.891036987, 1174865.96107, 70938.1103516, 1187237.02431
13042.9267883, 304.937362671, 1185062.88528, 66980.8387756, 1196815.96756
11260.0326538, 303.983688354, 1169760.94246, 65243.0057526, 1183993.10112
14938.8313293, 326.871871948, 1164288.99765, 69858.0741882, 1179208.99391
11536.8366241, 303.983688354, 1171733.14095, 62727.9281616, 1184079.17023
10874.9866486, 327.825546265, 1172780.03693, 64932.8231812, 1185185.90927
11973.1426239, 308.036804199, 1179656.98242, 66250.0858307, 1194381.95229
14746.1891174, 306.129455566, 1165459.87129, 64249.0386963, 1179069.99588
11313.9152527, 323.057174683, 1171486.1393, 63629.1503906, 1190308.80928
11482.000351, 350.952148438, 1178694.00978, 64898.9677429, 1194154.02412
11922.8363037, 330.924987793, 1177716.01677, 60678.0052185, 1193464.99443
11732.8166962, 305.891036987, 1173395.15686, 64352.9891968, 1185297.01233
13165.9507751, 323.057174683, 1182188.98773, 65694.0937042, 1194972.03827
11651.0391235, 324.010848999, 1163516.04462, 62001.9435883, 1176195.85991
12532.9494476, 307.083129883, 1172820.8065, 74349.8802185, 1184629.20189
14192.8195953, 305.17578125, 1171651.84021, 74083.0898285, 1184621.09566
15959.9781036, 305.17578125, 1175589.79988, 69741.9643402, 1187964.91623
11561.1553192, 304.937362671, 1183691.02478, 67668.9147949, 1195657.96852
12470.0069427, 310.182571411, 1170863.86681, 72710.0372314, 1188876.15204
11585.9508514, 4063.12942505, 1167248.96431, 65457.8208923, 1185951.94817
11945.9629059, 305.17578125, 1174877.882, 68813.085556, 1187326.90811
12654.7813416, 304.937362671, 1176048.04039, 71285.9630585, 1188549.04175
13294.9352264, 324.964523315, 1176357.03087, 67510.1280212, 1188308.95424
12177.9441833, 307.79838562, 1179833.17375, 71573.0190277, 1192588.80615
13406.9919586, 314.950942993, 1181642.05551, 79007.8639984, 1200885.05745
11938.0950928, 1873.01635742, 1171171.90361, 65004.1103363, 1188889.98032
11246.919632, 324.010848999, 1184828.99666, 66488.0275726, 1197214.84184
11400.9380341, 307.79838562, 1177031.04019, 68492.8894043, 1188690.9008
15141.9639587, 304.937362671, 1186868.90602, 68120.0027466, 1199741.12511
11929.9888611, 307.083129883, 1175304.88968, 65737.9627228, 1188141.10756
11384.0103149, 324.964523315, 1167814.97002, 67689.8956299, 1180577.03972
11441.9460297, 308.990478516, 1172623.87276, 63376.9035339, 1185197.8302
12175.0831604, 325.202941895, 1173575.87814, 66468.000412, 1186053.99132
11605.0243378, 323.057174683, 1174749.85123, 74353.9333344, 1187187.19482
13226.9859314, 305.891036987, 1183933.01964, 70616.9605255, 1196510.07652
15808.1054688, 308.036804199, 1163630.96237, 72467.0886993, 1176404.953
12550.8308411, 325.918197632, 1172213.07755, 68986.1774445, 1184675.93193
12587.0704651, 309.944152832, 1169842.00478, 71162.9390717, 1182322.0253
12585.8783722, 303.983688354, 1174581.05087, 70531.8450928, 1186280.01213
12099.0276337, 303.030014038, 1165834.90372, 70780.0388336, 1178286.79085
11497.9743958, 329.971313477, 1168820.14275, 70890.9034729, 1193646.19255
18163.2041931, 324.964523315, 1171239.13765, 79093.9331055, 1183617.83028
15831.9473267, 303.983688354, 1172510.14709, 75641.1552429, 1185328.00674
11903.0475616, 306.844711304, 1170957.08847, 70039.0338898, 1183743.9537
11794.090271, 331.163406372, 1163857.93686, 76308.0120087, 1176956.89201
13414.144516, 303.983688354, 1176937.10327, 78482.1510315, 1189574.95689
17792.224884, 302.076339722, 1169694.90051, 73286.0565186, 1182449.1024
12330.0552368, 301.837921143, 1171571.01631, 70704.9369812, 1183417.79709
12074.9473572, 307.083129883, 1162790.06004, 74321.0315704, 1176362.03766
11948.1086731, 362.157821655, 1166087.86583, 71629.0473938, 1182078.83835
12593.0309296, 306.129455566, 1172486.06682, 70140.1233673, 1184271.09718
14280.796051, 325.202941895, 1184232.95021, 85473.0606079, 1196623.08693
16911.0298157, 323.057174683, 1173043.96629, 81252.8133392, 1185721.87424
16037.940979, 303.030014038, 1163782.11975, 83541.8701172, 1176867.96188
12657.8807831, 303.983688354, 1171473.97995, 145992.994308, 1183496.95206
13918.8766479, 329.01763916, 1171967.98325, 73800.0869751, 1184909.1053
12310.9817505, 319.957733154, 1183371.06705, 79766.9887543, 1196297.16873
20617.0082092, 304.937362671, 1169836.99799, 79694.9863434, 1182755.94711
11225.938797, 310.182571411, 1163229.94232, 64826.0116577, 1178415.06004
12377.9773712, 306.844711304, 1171483.99353, 77785.0151062, 1183887.00485
12140.0356293, 305.17578125, 1172385.93102, 79843.044281, 1184767.9615
20415.0676727, 306.844711304, 1168323.04001, 76211.9293213, 1181735.99243
11426.2104034, 316.858291626, 1175060.0338, 68825.006485, 1190474.98703
12370.1095581, 442.981719971, 1166553.02048, 79180.9558868, 1183891.05797
11769.0563202, 307.083129883, 1172247.88666, 77819.108963, 1183880.09071
15603.0654907, 305.891036987, 1173639.05907, 89086.0557556, 1186238.05046
21215.2004242, 306.844711304, 1164932.96623, 85057.0201874, 1177727.9377
28491.0202026, 333.070755005, 1164772.03369, 103169.91806, 1182442.90352
12188.1961823, 306.129455566, 1182011.84273, 71106.9107056, 1194459.91516
11855.1254272, 322.103500366, 1170734.88235, 79635.8585358, 1183145.99991
12073.9936829, 324.010848999, 1170207.97729, 79053.1635284, 1183122.87331
19727.9453278, 466.108322144, 1160995.96024, 79863.0714417, 1173774.00398
12165.0695801, 322.818756104, 1168484.21097, 68775.8922577, 1181241.03546
11595.9644318, 306.844711304, 1180188.17902, 76404.094696, 1193105.93605
11989.8319244, 305.17578125, 1170758.00896, 76287.984848, 1182307.9586
20357.131958, 307.083129883, 1161278.96309, 74531.0783386, 1173923.96927
11419.0578461, 308.036804199, 1168634.17625, 62554.8362732, 1183364.15291
12399.9118805, 331.878662109, 1178011.17897, 75144.0525055, 1190705.06096
11736.869812, 322.103500366, 1170645.95222, 73106.0504913, 1183503.15094
11696.8154907, 306.129455566, 1172920.94231, 63116.0736084, 1185580.01518
14626.9798279, 355.958938599, 1162575.00648, 96085.7868195, 1181927.91939
13540.0295258, 303.030014038, 1168660.87914, 79844.9516296, 1180397.03369
15045.8812714, 308.036804199, 1170279.02603, 80457.9257965, 1182497.97821
11344.1944122, 308.990478516, 1160524.12987, 83164.9303436, 1173251.15204
20909.0709686, 316.143035889, 1166455.98412, 89051.9618988, 1179476.97639
12234.9262238, 303.983688354, 1180577.03972, 68290.9488678, 1193019.86694
12014.1506195, 320.911407471, 1168846.13037, 76233.8638306, 1181832.79037
11552.0954132, 318.050384521, 1161257.98225, 76583.147049, 1173847.91374
19887.2089386, 308.036804199, 1167294.02542, 74290.0371552, 1180298.08998
11797.9049683, 323.057174683, 1169991.97006, 67629.0988922, 1182935.95314
11494.1596985, 307.083129883, 1163759.94682, 78580.8563232, 1176036.11946
11394.0238953, 324.010848999, 1171386.95717, 74177.980423, 1190984.96437
11726.140976, 307.083129883, 1167270.89882, 66483.9744568, 1180124.04442
12548.9234924, 322.818756104, 1171108.00743, 89986.8011475, 1183976.88866
12265.920639, 447.988510132, 1162808.17986, 72335.0048065, 1175246.00029
16293.0488586, 349.998474121, 1162806.98776, 82551.9561768, 1182086.94458
23370.9812164, 304.937362671, 1180359.12514, 77857.9711914, 1192155.12276
12010.8127594, 313.04359436, 1168674.94583, 64315.7958984, 1174171.92459
----------------

